"","tweet"
"50","ang leader marunong makihalubilo sa lahat ng antas ng tao"
"51","i love quezon city but my belongs to my president"
"52","when we make judgements were inevitably acting on limited knowledge isnt it best to ask if we seek to understand or simply let them be jay woodman"
"53","walang tinik yung debate sobrang luto na kasi"
"54","why isko meron kumakalat na is this part of the strategy dahil humihina na si elbiem"
"55","no3 on the ballot"
"56","a politician who understands the concept of basic needs"
"57","reminder that many of the pinks are just as toxic as the marcos loyalists they hate so much enough of their noise"
"58","his own transcript did not pass any the courses during the fall 1981 overall he earned eleven credit units before withdrawing from the program it says major undeclared meaning he has not yet declared or chosen an actual major"
"59","me after watching just 15 mins of this cringe"
"60","fact check walang ma degree si marcos jr hindi niya natapos ang degree niya dahil bumagsak siya hindi din siya makakapagapply sa ma dahil nga wala siyang undergraduate degree"
"61","basta kami kay"
"62","tondominium 1 and tondominium 2 rise from a foreground of a slaughterhouse in the area of vitas tondo kay isko nagawa na dds isko alliance ctto"
"63","the clamor is real"
"64","ayaw niyang magkaalaman na mapapagtanto ng mas marami kung sino ang karapatdapat"
"65","kanya kanya na sila"
"66","please check on what theyve done i mean their flagship projects hindi po yung basketball court or brgy hall i did dahil hindi ko na tinignan yung mga issues nilang lahat tinignan ko na lang mga resulta at pruweba na mga"
"67","actually he was part of the process he was consulted he attended one of the meetings with mayor isko and he asked tough questions ramel said ob vico sotto hello pasig"
"68","3"
"69","great start for the visayas"
"70","psst tingin ka sa payslip mo laki ng kinakaltas na tax no tas boboto ka ng tax evader wag ganon mars"
"71","sa mga nagpapakalat na uurong si isko at sya ay komunista"
"72","pati ba naman edad gagawing issue kahit gaano ka pa katanda kung wala ka nman napatunayan ay daig ka ng sinasabi nyong bata pa at hilaw pa grow up peeps"
"73","he provides not just the housing project but also the dignity of his people"
"74","marami pang pwedeng mangyari before the election mas marami ng mga filipino ang hindi basta basta naniniwala sa mga propaganda"
"75","all those projects he did it in just 23 years amidst pandemic imagine how much more he can do in 6 years without the constraints of the pandemic"
"76","a wise voter has an open mind to consider all the merits of the candidates otherwise you are just a pathetic fanatic"
"77","salamat po isa po kayong modelo ng totoong botante at hindi ng isang panatiko"
"78","marami na ang lumipat at padagdag ng padagdag pa the silent majority will vote for isko moreno domagoso"
"79","3"
"80","tamang vibing lng si haechan eh noh"
"81","magtatagumpay tayo walang imposible may awa ang diyos ang imposible maaaring maging posible laban ito ng ordinaryong pilipino panahon na iba naman"
"82","thank you po"
"83","asul bughaw ang kulay ng kapayapaan"
"84","sa pagsanjan laguna yan ang pangulo ko maraming nagawa hindi maraming ngawa"
"85","ang presidente ko"
"86","pilipinas panahon na para baguhin ang ikot ng politika sa bansa hilumin ang ating inang bayan iboto ang sa balota bilang presidente at para bise presidente"
"87","isko para sa bayan"
"88","matthew 115 mirakyulus si isko kahit pilay napapatayo"
"89","nasanay kasi tayo sa pagiging loyal sa isang partido na puri lang lagi sa tama at hindi nakikita ang mali o hindi naniniwala sa mali o kaya naman ay hindi matanggap ang mali dapat walang pinipiling partido ang loyalty dapat nasa tao"
"90","ikaw po ang aming presidente"
"91","america is now meddling again in philippine politics to support leni a liberal joe biden is a liberal right hmmmm"
"92","isko 4 d win"
"93","my vote is for sana na reconsider nyo po gov"
"94","i am not highlighting capability to dance"
"95","ipanalo natin si"
"96","mahigpit ang pangangailangan ni tolongges desperado na ang mokong panay na ang tira kina vp leni at sa mga aquino makakuha lang ng boto di ba sinabi nitong kups na ito move on na at itigil na ang awayan trapo talaga ang ogag"
"97","hahahaha sinungaling talaga si walang honesty"
"98","sara tinuruan ako ng mga magulang kong maging patas di ba pinalusot ng tatay mo yung mga tao niyang corrupt at sangkot sa drugs eh yung chief of staff mong sabit sa droga kung iba yan tumba na patas nga kayosa mga bata niyo"
"99","i would think mr m only has faith in p and not with our creator"
"100","paki sabi kay bobo si inutil ang pangulo since 2016 di si vp leni kaya nga vp at di president leni"
"101","in fair marunong syang maglaro ha trapong trapo talaga he personally welcomed and even spoke onstage see pic pero taped message lang kay lenis kickoff"
"102","doon na tayo sa totoong may kakayahang manilbihan hindi sa buing buhay ay pinagsisilbihan"
"103","is real"
"104","an old photo of president duterte with sen bong go and cebu gov gwendolyn garcia was captioned naisko na and to show that they were supporting manila mayor moreno but duterte has not endorsed any presidential candidate yet"
"105","pinapangako pa lang ng iba nagawa na ni kaya"
"106","mga tunay na tao sa laylayan ng pilipinas ito moreno pledges support for barmm after speech before 50000 in maguindanao"
"107","maraming salamat north cotabato ctto"
"108","they have a candidate so they wont understand any explanation expect more attacks from them but we need to be patient to entice them to i know its hard but we have the best candidate for pr"
"109","bakit si doc willie ba ang iboboto mong vp mo lahat tayo may gustong kandidato lahat sasakyan para lalong mapansin si"
"110","para sa mga mahihina ang kokote"
"111","isko doc willie yorme pls retweet clear as day"
"112","isko doc willie yorme pls retweet clear as day"
"113","isko doc willie yorme pls retweet clear as day"
"114","isko doc willie yorme pls retweet clear as day"
"115","isko doc willie yorme pls retweet clear as day"
"116","isko doc willie yorme pls retweet clear as day"
"117","isko doc willie yorme pls retweet clear as day"
"118","isko will provide equal opportunities to all individuals assuring muslims nationwide of an ideal prudent and efficient government should he win"
"119","thats up to the military planners and thinkers this was bbms answer to what do you think about the abolition of the afp prof carlos had to remind him that if he wins he will become the commander in chief for him to change his answer lol isko yorme doc willie"
"120","isko doc willie yorme pls retweet clear as day"
"121","sa mga tanso hwag na kayong sumali sa pangiintriga kay isko at doc willie pag nangampanya magisa si sara sa muslimmindanao lahat ng sinasabi nyo ay babalik sa inyo"
"122","isko doc willie yorme pls retweet"
"123","isko doc willie yorme pls retweet"
"124","isko doc willie yorme pls retweet"
"125","isko doc willie yorme pls retweet"
"126","isko doc willie yorme pls retweet"
"127","isko doc willie yorme pls retweet"
"128","isko doc willie yorme pls retweet"
"129","isko doc willie yorme"
"130","isko doc willie yorme"
"131","isko doc willie yorme"
"132","isko doc willie yorme"
"133","isko doc willie yorme"
"134","for over 39 years na walang nagbago sa pilipinas its time to dahil kay isko moreno posible"
"135","scoundrel politicians cannot fake sinceritythat is why yorme isko morenos heart for ordinary people stands out may pagasa ka pilipinas"
"136","angat sa iba"
"137","is happening"
"138","ganyan talaga kapag umaangat tuloy lang ang laban"
"139","our next president isko moreno"
"140","he did that interview with you guys a month ago and you choose now to release it to build a narrative what sort of journalistic ethics is this why didnt you release it sooner parin kami"
"141","abscbn played doc willie dirty by playing an old interview of him and trying to make it seem like its a recent one parin kami iskoong 2022"
"142","well that fixes that then move on folks were still"
"143","natatawa na lang ako habng nagbabasa ng trends galit yaaarn"
"144","nakakatuwa trending si isko and doc willie it shows na effective ang caravan ni yorme dami nagulantang na mga tolitz kung sawa n kayo sa awayan for almost decades"
"145","based and yormepilled what a madlad two joints baby"
"146","salamat cotabato mga kababayan hindi ako nagkamali na dito ko inumpisahan ang aking paglalakbay sa buong mindanao"
"147","domagoso isko moreno for president ong doc willie for vice president balita carl for senator gutoc samira for senator jopet sison for senator samasama tayo sa bago at progresibong pilipinas"
"148","u are reaping the best po yorme coz of ur good deeds towards anyone huge proofs and nothing is hiddengod continues divine intervention and grace be upon u po and ur teamnothing is impossible to those who believe in him as u always say god"
"149","sumpa man ipararamdam kobsa inyo ang pagkakapantay ng tao sa buong bansain terms of programspolicy and services"
"150","a leader who is humble and ready to serve the needy"
"151","everyone is switching to isko salamat maguindanao"
"152","hbd hoon and leeseo"
"153","asan yung mga nag didiscredit sa nangyaring lasceration sa wrist ni mga kakampwet anti dyan ano"
"154","hahaha"
"155","ang traydor kahit anong pilit nya magbalat kayo traydor pa rin sabi na eh pinagloloko tyo ng hambog na to eh sa media mukhang mabait pero pag talikod ahas check out guillermina barridos video"
"156","naku another corykong ver 20 din pala yang si ka isko jomagoso di ba may sabisabi na mahilig daw sa mahjong si sta cory nila tapos ally din daw ng mga npa tama god forbid manalo yang ka isko na yan"
"157","kinakarma na si ka isko hahaha yabang kasi"
"158","baliktarin natin si leni umattend sa smnitapos si bbm hindi edi may pa hashtag kayo na duwag lol"
"159","thats why isko is not fit to lead dun lang po sya sa kung saan feel nya mapapansin sya ng mga tao would like to challenge to please include prof carlos sa debate nyo po as one"
"160","daming kuda"
"161","edi at happy na lol"
"162","inismol pa ang smninku"
"163","when you are playing double standard you lose your credibility and integrity"
"164","alam m yun"
"165","set the bar high sa live debates very intelligent clean and respectful live debate walang tarayan batuhan ng putik at mga kabobohang sagot platformbased talaga prof carlos ka leody"
"166","may breeding kasi sila unlike yung 4 na muskiterong duwag panay yabang at black prop alam gawin lol prof carlos ka leody"
"167","have a political commitment amp political courageone should have coming from profclarita carlos of up"
"168","tamang nuod lang muna phtocredits"
"169","lng pala magpapalabas ng kaduwagan nio e"
"170","this prof carlos ka leody"
"171","may part 2 ang innaounce kanina pwede pang umattend sila at pero asahan nila iba na ang set of questions i hope prof carlos is still part sa pannelists"
"172","estoryahe pa rin sorry ka success ang noh"
"173","jusko troll success ang sorry na lang sa duwag mong manok o ina"
"174","nalow bat na si leody"
"175","prof clarita carlos i have a question me maam can i go to the cr i have diarrhea"
"176","bobo pa"
"177","apat na presidential aspirant ang hindi dumalo sa smni debate dahil natakot kay prof clarita carlos ngayon alam na kung sino ang tunay na duwag"
"178","maganda yung mga questions s smni debate kaso walang buhay wala kc ung apat gusto ko marinig sagot nila sa"
"179","when turns to"
"180","gusto nung apat journalist mag tatanong kesa sa political analyst hahahaha prof carlos napaka galing ng tanungan"
"181","kaya pala di sumipot yung tatlo ang hirap ng question de keri ng brain nila"
"182","yes they are"
"183","sino ngayon ang duwaaaag"
"184","matitinda pala yun mga panelist kaya nagsi atras yun apat"
"185","dito natatakot ang mga duwag kay prof carlos mga duwag"
"186","dito natatakot ang mga duwag kay prof carlos"
"187","the who"
"188","takot kase walang alam"
"189","natakot ba kayo kay prof carlos natakot kayo kasi hindi scripted ang tanong yung pashowbiz lang ang gusto nyong puntahan sino ang totoong duwag ngayon"
"190","all four of them wont attend but only leni has this hate train is trending but theres no this is the very definition of misogyny fuck you all"
"191","united in cowardice"
"192","natakot kay prof carlos kaya nag declined so pwede rin tawagin"
"193","sila ang totoong mga duwag"
"194","the last man standing is a marcos"
"195","apat silang umatras dapat ilang nag trending"
"196","omg apat takot sa isa i guess its supposed to be the first presidential debate umatras agad yung kalaban anyare bakit takot silang apat humarap kay bbm"
"197","natakot na bka lalong ma justify na bobo silang apat"
"198","in ur dreams jan kya sya magaling sa impromptu hindi s scripted"
"199","me proof k n magnanakaw puro lng kayo bintang nkkpagtaka noh bilyon daw ninakaw pero un tax n bayad n pinangdi dq yan dapat ipang dq kc yan tlg ang moral turpitude k lng c pakwan wla senate hearing nga"
"200","so trending si baka pati si at si"
"201","nabusog ba kayo hahahaha"
"202","pano ba yan edi"
"203","mga feeling nangunguna sa survey hahaha 1st debate umabsent haha yikes balita ko may humihingi pa ng advance questions hahaha lalong yikes"
"204","1st debate umabsent haha yikes balita ko may humihingi ng advance questions hahaha lalong yikes"
"205","1st debate umabsent haha yikes balita ko may humihingi ng advance questions lalong yikes"
"206","1st debate umabsent haha yikes balita ko mama mo humihingi ng advance questions hahaha lalong yikes"
"207","1st debate umabsent haha yikes balita ko mama mo humihingi ng advance questions hahaha lalong yikes"
"208","kung may respeto sa sarili si dr willy ong di ako pagagamit kay turongges followers lang niya ang habol nito di pa ba obvious na tumatakbo si turongges para sa sarili niya gising na doc"
"209","paki bulong naman kay tolongges walang tumatakbong aquino paki dagdag na rin na kahit noong nakaupo sina cory at pnoy di nila ginamit ang impluwensya nila para gipitin ang mga marcos ang kaaway ng mga marcos ay yung inaabuso at ninakawan nilang mga pilipino"
"210","god first"
"211","this is exactly what a true resibo looks like just a few of mayor isko morenos accomplishments within his 2 to 3 years in service if hes done these in manila there is never a doubt he can duplicate it to the entire philippines"
"212","go lang nasa likod mo kaming mga mo well support you in the best way our resources amp can afford"
"213","abogada po president natin di basta basta may masabi lang tama ba ma"
"214","dear tama po kayo dapat marinig ang plano ng mga kandidato salamat sa maraming oportunidad ng ibat ibang platforms ramdam at napakinggan namin ang isip at puso ni at ni go"
"215","paibaiba yung tono ng boses ni isko can cry on demand huwag kalimutan artista yan"
"216","hahaha looks like it biglang pinagkaisahan si kesyo mayabang hindi daw sincere parang uma acting lang trapo blah blah"
"217","why people are judging on this issue hindi ba nila naisip na may mga excess funds din ang ibang mga kandidato at tanging si lang ang honest enough to pay taxes and declare it in his saln"
"218","president isko moreno domagoso"
"219","boyscout laging handa bilis kilos aksyon agad ask for recieptb i r wala kayong maiibutas sa kanya"
"220","galing mo yorme tao muna kayo muna"
"221","mga tol sali na supportahan si lodi maki tomorrow topic isko tayo kabataan time feb 28 2022 0400 pm manila ph join zoom meeting"
"222","kay isko possible"
"223","naku challenging talaga ahaha"
"224","between you and me how many times did say"
"225","this is exactly what a true resibo looks like just a few of mayor isko morenos accomplishments within his 2 to 3 years in service if hes done these in manila there is never a doubt he can duplicate it to the entire philippines"
"226","magtagalog nalang"
"227","fraternity group supports naniniwala sila sa visions ng isang at nakikita nila ang pagasa dahil"
"228","yan ang dahilan kung bakit naging successful sa pagharap ng pandemic crisis"
"229","s vision sa bansa ay maging competitive tayo sa ibang bansa in terms of fdi tax cuts sa oil and kuryente agad mararamdam agad"
"230","good luck po sa today let god take care of the rest"
"231","organic walang halong kemikal yan ang team sa salita at sa gawa efficient in words and action"
"232","as long as they say the word and walk the talkgod first he will provide"
"233","tama po kayo sen has prototype na ang mga pinapangarap lang ng mga nasa squatterswag palampasin ang isang"
"234","ang love of my life ni live in guiuan eastern samar go maam ang nagiisang asawa ni"
"235","iba na ang batang leader all day freshness young and energetic tunay na ang pagbabago change"
"236","wag maging mema may legacy na maiiwan sa mga manilenyokapakinabangan sa tao"
"237","ang future na housing ng bansa under nagawa sa maynila na sa buong bansa may blueprint na"
"238","at gen san team ng"
"239","love it"
"240","join ako dito mga ka i will try my best to help not to spread fake news but to promote isko moreno"
"241","ang hirap magbingi bingihan sa bahay ng tansong pamilya hindi ko naman sila masisisi sa pananaw nila pero sobrang sakit din nila magsalita against other candidates hahahahaha pero kebs lang isko pa din ako"
"242","please define trapo show your proof now di pwede sa taga maynila walang ebidensya dapat may resibo ka"
"243","its so frustating how fake news spreads quickly theyre hitting the social media right now but we will never stop kung sila nagiingay ng fake news at paninira mag iingay din tayo ng katotohanan at output"
"244","manila mayor isko moreno led the inauguration of the new stores in ylaya divisoria with the aim of giving street vendors high dignity may nagawa na ctto"
"245","pwede nyo sisihin si isko kung iboboto mo sya pero kung iba ang iboboto mo at mahirap ka pa rin kasalanan mo na yan madam kung gusto mo maramdamam na may gobyerno na talagang may malasakit sa mah"
"246","i know theres silent majority for continue to avoid the 15 diehard loyalists but it doesnt mean that well back down here well push back with yormes irrefutable accomplishments to make soft voters that is his real strength"
"247","among candidates hes the one that has too much achievements i think its not being desperate but its the opposite if you dont like him u can ignore the news and dont talk to him like that"
"248","si yorme isko na yun"
"249","the past 10 days weve seen many groups and organizations pledge support for isko weve also seen the publics warm and genuine reception in his sorties we are hoping that more will as the campaign intensifies amp see this reflected in the surveys"
"250","dear kakampinks gusto niyo matalo si blengblong sa ibang mga kandidato at focus nalang kayo sa pag promote ng sainyo hindi niyo kailangan maging bully mga frustrated sa mga bully na kakampink na kayo walang mangaaway sainyo rito"
"251","kung ano yung mga pinangako nya pinilit nyang tapusin in just 2 years ha magugulat ka na lang tapos na pala yung pabahay nya"
"252","ang sabi ng mga sa social media daw si okay check nga natin kung ampaw nga"
"253","per and per list of the s should"
"254","good on s stand on the being a one should consider all other factors before making such a very crucial decision please rt this thread"
"255","big yes lets focus on s tangible"
"256","at the headquarters"
"257","the marcoses are going to pay"
"258","proeconomy projobs proworker"
"259","computerization para walang human inteactionvery good answer yorme isko"
"260","on defending yorme from tanzombies and pinklawans onslaught attacks the best defence is offence weakness is not an option at the moment truth will set us free truth must prevail"
"261","couldnt agree more toxicity is their expertise while ours is positivity"
"262","i would advise s supporters to continue spreading his accomplishments instead of engaging with nonsense and toxic exchanges by two usual colors not all replies are worth your time and energy let them fight each other coz thats their forte in socmed"
"263","me volunteering for this campaign is my love letter to the city of manila its been my home for nearly 10 years so many amazing memories i love this city and its people this is our city and our very popular mayor were trying to elect as president maynila"
"264","let us choose the best applicant for the job the most fit for the position"
"265","lets share this to our social media sites"
"266","yes but theres more has itsura yabang at galing with receipts modern hospital housing projects school buildings ayuda for 700k families and so much more well he is really good looking so maybe just blame the gods"
"267","yes even 3 steps ahead no matter what the situation is yorme isko is our president"
"268","konti magsalita maraming nagawa nakipag away ka pa nga sa barangay nyo makakuha ka lang ng food security package ni yorme"
"269","101 transformation"
"270","indeed"
"271","i respect if those are the standards or qualifications youve set for a president we however want the least divisive presidency possible scalable projects and 10point bilis kilos economic platform what he has done for manil"
"272","like i said mas masustansya at sariwa utak ng mas bata kung baga sa isang kagamitan hindi pa gasgas i just watched the debate and nothing came closed to yorme"
"273","garbage in garbage out"
"274","this made my day"
"275","speaking of foreign funding in the elections"
"276","he wasnt born with a golden spoon but with a golden heart may the voters see through his heart let his track records speak for himself"
"277","at yan si"
"278","you need a clear head amp no blinker listening to his speech if not a physical inspection of manila to see the implemented measures amp projects done in less than 3 yrs supposed to be a 10 yr planthats what you get w pre"
"279","its okay montemayor ill clear up your isko comment with the man himself"
"280","that is he really knows whats happening on the ground"
"281","be like isko listen to you opponents and pay close attention learn from them know their ways thats how you win"
"282","siyempre naman"
"283","yung asong may rabies patay after 1 week guaranteed"
"284","i miss you po"
"285","lodi abujing abujing khoe ikaw lang sapat na"
"286","maypas isko oh nakadawat pag 15m gikang bill gates"
"287","1 leni 2 ping pero minsan magaling talagang umarti ang artista"
"288","dont panic its organic"
"289","dont panic its organic"
"290","dont panic its organic"
"291","dont panic its organic"
"292","omsim"
"293","dont panic its organic"
"294","dont panic its organic"
"295","dont panic its organic"
"296","dont panic its organic"
"297","ang tindi mo hahaha pinanindigan di ibabalik haha"
"298","hahaha malamang trapo ka kaya itatago mo"
"299","lets make trend to express support"
"300","hapit na manga guba mga friendsship tungod sa leni og bbm nya si pacquiao dae madaog yawa nalang jud ni jud"
"301","my president may nagawa na at may magagawa pa dont panic its organic"
"302","dont panic its organic"
"303","kung si alamano may coke si isko may pucha may balak atang sumunod kay alamano juts naman ang kanya wag naman sana"
"304","calatagan batangas hahaahaga"
"305","isko for the head of doh"
"306","sleep over sa tabing bahay part 2 eyy"
"307","dont panic its organic"
"308","dont panic its organic"
"309","2 gang"
"310","aq lang toh si jhok jhok"
"311","isko"
"312","omg lets go"
"313","its iskor moreno now"
"314","ayusin niyo desisyon niyo sa buhay"
"315","tangina"
"316","shot puno"
"317","iskosara dun n tayo sa bata na magaling bawal na matanda"
"318","si ba to"
"319","nagalit noon kasi tinawag sya without any honorifics tapos ngayon payag kasi tumatakbo show"
"320","yung mga nagpapatrending ng define nyo muna kung ano ang para sa inyo huwag yung lang"
"321","what matter most what matters most is"
"322","sobrang yabang nitong isko n ito parang puro kopya ang mga sagot"
"323","hahahahahah kung anoano sinasabi para sa endorsement ni dutz"
"324","madami din pala sumakit ang tenga sa what matters most ni english boy yorme hindi ko maimagine na makipag communicate sya sa mga leaders ng ibang bansa"
"325","ang ni isko this kind of politician aint showing sincere humility at all"
"326","binulsa paying the tax makes it right"
"327","hirap kausap nito si isko ah ang question e sino ang ilalagay sa finance pero yung sagot niya sentro na naman sa kanya e di siya na magaling sa lahat"
"328","agree"
"329","nuknukan ng yabang pero ampaw"
"330","trapooooooooooooooo anak ng"
"331","hinilamusan lang maynila ni yorme yabang na in fact wala akong nakikitang significant na pagkakaiba ng maynila vs time ni erap marumi pa rin at sidewalks puno pa rin vendors kahit saan"
"332","di ka nagiisa sir"
"333","q if you become the 17th philippine president how soon will the public feel the impact of your leadership"
"334","q what has changed why you decided to run for presidency"
"335","q how will you help spouses who cant afford annulment"
"336","q what is the future of lgbt civil union in your administration"
"337","q what is the future of lgbt civil union in your administration pacquiao mataas ang respeto ko sa kanila pero tutol po ako dyan"
"338","every time isko speaks i try very hard to sense some sincerity couldnt find any trapongtrapo ang datingan"
"339","q what is the significance of 117 trillion to you montemayor contrary to the answer of vp leni masama po yang utang we are mortgaging our future"
"340","q what is the significance of 117 trillion to you"
"341","q what is your plan b re west ph sea issue"
"342","q do you agree that philippines should remain neutral in the russiaukraine war lacson we should stand with ukraine as a peace loving nation we are bound by un treaty that is clear invasion"
"343","q how will you prepare for the imminent increase in prices of goods"
"344","sana may public voting sa debate for the top 5 para yun lang yung sasagot sa last 30 mins ng show ang dami kasi nila"
"345","yung akala mo nakalusot ka na pero wenkwonk"
"346","montemayor is giving doctors a bad rep"
"347","hindi nagsoli ng sobra sa campaign niya in short corrupt ka din isko"
"348","q how important are presidential debates"
"349","q how important are presidential debates pacquiao importante ang debate para maipakita ang purity ng kandidato"
"350","q how important are presidential debates montemayor unanguna this is not a debate next time wag na tong iinvite"
"351","lacson dapat sana dagdagan ang oras bitin na bitin kame"
"352","q how important are presidential debates marcos jr unity"
"353","q how important are presidential debates isko napakahalaga po taumbayan ngayon ang hr department maghhire ka ba ng taong ni minsan ay hindi mo nakausap you deserve to know whats in our mind"
"354","isko wag nyo po kami pahiwalayin ni doc willie sure ka na ba iniwan mo nga"
"355","dying inside to hold you is the new budots"
"356","si vp leni ba ang presidente bakit hindi ang pamumuno ni digong ang ikumpara mo nag aasam ka ba ng endoresement ni digong sabagay binagi mo na nga ang salitang dds eh"
"357","baluarte nya lng ang manila pero hindi sa kanya ang mga taga maynila god will always always prevail"
"358","that shows mas educated at well mannered pa ang mga taga tondo kesa sa ibang nagpapanggap na mabait at elite isipin nyo base ni isko pero maka bbm why kaya"
"359","gets mo"
"360","ang galing ni mag kunwari kawawa doc willie kong ako sa kanya mag drop out sya sa candidacy at iwanan nya ang walang kuwenta taong ito"
"361","is undeniably bright mahusay pumili"
"362","50m campaign contribution is a huge redflag he cant be trusted"
"363","si sara may paninindigan hindi ng iiwan sa ere hindi katulad ng iba jan na kapit sa malakas na balimbing"
"364","we have applied for biz permits in makati antipolo amp malabon walang tatalo sa manila sa kabulukan at walang kakwentakwentang proseso ng business permit application"
"365","an effed up inefficient system that unnecessarily exposes business owners to covid apart from a humongous waste of time amp effort no respect at all for his taxpayers"
"366","no"
"367","ha anong klaseng tandem yarn dr willie ikaw ay isang dakilang option lang ni isko bumitaw ka na para di ka masaktan"
"368","kung ngayon nga lang di mo maipaglaban ang iyong running mate paano mo ipaglalaban ang sambayanang pilipino ibebenta mo rin ba kami makamit mo lang ang iyong ambisyon"
"369","na hawaaan na ba ito ni leni wala ka pa sa posisyon iniwanan mona ang bise presidente mo at ginagamit mo ang pangalan ni mayor sara duterte para maka hatak ka ng boto"
"370","from dying inside to paruparo g real quick"
"371","more pa"
"372","seen from fb basta para sa kanyang pansariling interest si yorme ilalaglag ka pero sigaw nya god first masakit nga talaga ctto"
"373","ngcomment lang nmn aq sabay you are placed time out by the moderator ngwawala dw ksi my tinambal ky sara sila ung mga feelers haha"
"374","payag ka sisirain lang ni i ko 022222 mo"
"375","yung mga nauto nya lang sa maguindanao sya nagkaroon ng tao sa gensan ito partida sa may palengke pa di man lang pinagkaguluhan"
"376","desperado kahit yung last year na pag punta ni gov gwen sa malakanyang at nag sign sila for one cebu inangkin na rin pathetic"
"377","obvious nman at napatunayan na user sya at bangkero haha ang galing mamangka ni yorme"
"378","user talaga si yorme sure win daw sana si doc sa senate hinila para ilaglag"
"379","iskorakot falldown"
"380","yup isaksak nyo sa baga nyo mga mahihinang nilalang"
"381","mayor inday sara dutertes official response to groups pushing for nonuniteam tandems"
"382","we know it is coming isko is the manchurian candidate ever since now is their plan b lets not hinder the peoples movement just keep on fighting"
"383","eh bakit nagkaroon ng campaign before na if hindi silakayo threaten kay isko nung nagpahayag sya na tatakbo syang president instead of or pacquiao why isko lang"
"384","ampaw strikes again with his opm oh promise me lol"
