id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1491004790499057664,1491004790499057664,2022-02-08 19:03:38 China Standard Time,2022-02-08,19:03:38,+0800,213927131,opinyonnews,OpinYon,,"Arroceros Urban Forest Park : Is now open after months of work.  “Masaya po ako na kahit paano ay naisalba po natin ang Arroceros Park,”  - Yorme   READ MORE:  https://t.co/7GQtuQc7ir   #yorme #iskomoreno #arrocerosurbanpark #manila",tl,[],['https://bit.ly/3B3Ixhr'],[],0,1,1,"['yorme', 'iskomoreno', 'arrocerosurbanpark', 'manila']",[],https://twitter.com/OpinYonNews/status/1491004790499057664,False,,0,,,,,,,,[],,,,
1493725907466395648,1493725907466395648,2022-02-16 07:16:23 China Standard Time,2022-02-16,07:16:23,+0800,1485873147752910849,premo_zen,su P remo,,Grind - eat - sleep - repeat Btw good morning  #isko #AxieInfinity #NFTs,en,[],[],[],0,0,4,"['isko', 'axieinfinity', 'nfts']",[],https://twitter.com/Premo_zen/status/1493725907466395648,False,,0,,,,,,,,[],,,,
1493623930862850049,1493623930862850049,2022-02-16 00:31:09 China Standard Time,2022-02-16,00:31:09,+0800,449637148,ritchiemarmol,Ritchie Marmol,,"May sagot na dito si #Isko di pa sya natatanong.... ang sagot, AFP Chief should be Navy",tl,[],[],[],0,0,0,['isko'],[],https://twitter.com/ritchiemarmol/status/1493623930862850049,False,https://twitter.com/AltStarMagic/status/1493585905978064907,0,,,,,,,,[],,,,
1493581270797848579,1493581270797848579,2022-02-15 21:41:39 China Standard Time,2022-02-15,21:41:39,+0800,1485873147752910849,premo_zen,su P remo,,"It's so cold🥶🌨️, but still grinding  Alright #isko #AxieScholarship",en,[],[],[],0,0,1,"['isko', 'axiescholarship']",[],https://twitter.com/Premo_zen/status/1493581270797848579,False,,0,,,,,,,,[],,,,
1493560511426101248,1493560511426101248,2022-02-15 20:19:09 China Standard Time,2022-02-15,20:19:09,+0800,1168035769,alias_dabe,Dave,,SMNI presidential debate crowd sound effect ay galing ba sa YouTube? Hahaha in fairness so far halos magkakalevel ang sagot nilang apat 🤣 #SMNIpresidentialdebate #isko #leni #lacson #bbm,tl,[],[],[],0,0,0,"['smnipresidentialdebate', 'isko', 'leni', 'lacson', 'bbm']",[],https://twitter.com/alias_dabe/status/1493560511426101248,False,,0,,,,,,,,[],,,,
1493525573083095044,1493525573083095044,2022-02-15 18:00:19 China Standard Time,2022-02-15,18:00:19,+0800,1486363549320761345,qwtttrt,Berni Soti,,I’m willing to vote #LeniforPresident2022 only if she’ll say that she CONDEMNS CPP-NPA-NDF. Same with #Isko. Change my mind. #Election2022 #Eleksyon2022 #BBMIsMyPresident2022,en,[],[],[],0,0,0,"['leniforpresident2022', 'isko', 'election2022', 'eleksyon2022', 'bbmismypresident2022']",[],https://twitter.com/qwtttrt/status/1493525573083095044,False,,0,,,,,,,,[],,,,
1493479363844919296,1493479363844919296,2022-02-15 14:56:42 China Standard Time,2022-02-15,14:56:42,+0800,1400807647348097029,not_voting_2022,Kent,,"#2022Elections Lackluster Lineup 😂  #Leni - Puppet #Isko - A ""Fake it till you make it guy"" #Ping - Wolf in sheep's clothing #BBM - Questionable  #Pacquiao - Lack of knowledge",en,[],[],[],0,0,0,"['2022elections', 'leni', 'isko', 'ping', 'bbm', 'pacquiao']",[],https://twitter.com/not_voting_2022/status/1493479363844919296,False,,0,,,,,,,,[],,,,
1493470297466408966,1493470297466408966,2022-02-15 14:20:40 China Standard Time,2022-02-15,14:20:40,+0800,1277001642,ayasthetic_,surely 🌸,,"one of my professors mentioned during class na 5mos na silang hindi sumasahod kasi bumili ng generator si isko para i-donate. Nice one isko, God's first. ☝️#ISKO #DuterteLite #LeniAngatSaLahat #KulayRosaAngBukas",tl,[],[],[],0,0,3,"['isko', 'dutertelite', 'leniangatsalahat', 'kulayrosaangbukas']",[],https://twitter.com/AYASTHETIC_/status/1493470297466408966,False,,0,,,,,,,,[],,,,
1493463879044644864,1493437849550524418,2022-02-15 13:55:10 China Standard Time,2022-02-15,13:55:10,+0800,1403280104348737542,kujiversa,Kujiversa,,@PinoyAkoBlog Camp ni leni gusto rin ng mfa tanong na yan.para mapag.aralan.alam natin dba gano ka lutang si mamang.  #isko,tl,[],[],[],0,0,0,['isko'],[],https://twitter.com/kujiversa/status/1493463879044644864,False,,0,,,,,,,,"[{'screen_name': 'PinoyAkoBlog', 'name': 'PinoyAkoBlog', 'id': '846375823535816706'}]",,,,
1493404762968002561,1493404762968002561,2022-02-15 10:00:16 China Standard Time,2022-02-15,10:00:16,+0800,1459475378121052164,frankdraw2,Frank_B,,AAYUSIN NATIN ANG GOBYERNO! SABI NUNG MATAGAL NANG NAKAUPO NA WALA NAMAN NAGAWA PARA MAAYOS ANG GOBYERNO! #Kakampink #BBMForPresident #Isko #Manny,tl,[],[],[],0,0,0,"['kakampink', 'bbmforpresident', 'isko', 'manny']",[],https://twitter.com/FrankDraw2/status/1493404762968002561,False,,0,,,,,,,,[],,,,
1493373676053426178,1493373676053426178,2022-02-15 07:56:44 China Standard Time,2022-02-15,07:56:44,+0800,33476895,amiel_roldan,Amiel Roldan,,"It’s pretty clear by now who are pro-NPA candidates. Tunay na plano nila is to go soft on NPA terrorist rather than going on what PRRD have been doing these past years. #LENIDUWAG #ISKO #PACQUIAO Isa sa panelist si prof Clarita Carlos sa SMNI  @okadamanila 7pm Feb. 15, 2022  https://t.co/QFmGbrL723",en,"[{'screen_name': 'okadamanila', 'name': 'okada manila', 'id': '2294465053'}]",[],['https://pbs.twimg.com/media/FLmHLYCVkAAHZ43.jpg'],2,1,0,"['leniduwag', 'isko', 'pacquiao']",[],https://twitter.com/amiel_roldan/status/1493373676053426178,False,,1,https://pbs.twimg.com/media/FLmHLYCVkAAHZ43.jpg,,,,,,,[],,,,
1493280439490215938,1493280439490215938,2022-02-15 01:46:15 China Standard Time,2022-02-15,01:46:15,+0800,3705763219,allgoodvibe,good vibes lang,,Kung si Bongbong Marcos eh hindi Marcos iboboto nyo ba sya base lamang sa track record nya? #BBM #LACSON #PACQUIAO #LENI #ISKO,tl,[],[],[],0,0,0,"['bbm', 'lacson', 'pacquiao', 'leni', 'isko']",[],https://twitter.com/allgoodvibe/status/1493280439490215938,False,,0,,,,,,,,[],,,,
1493243372147920899,1493243372147920899,2022-02-14 23:18:57 China Standard Time,2022-02-14,23:18:57,+0800,129504780,kyrah_zeke,dyennie,,PARA SA LEGIT NA BOBOTO LANG PLEASE DO NOT VOTE IF HINDI KA BOTANTE OR HINDI DIN MAKAKABOTO... WHO IS YOUR PRESIDENT? #LENIDUWAG #BaBackoutMuli #ISKO #pinglacson #KaLeody @lenirobredo @bongbongmarcos @IskoMoreno @iampinglacson,tl,"[{'screen_name': 'lenirobredo', 'name': 'leni robredo', 'id': '47211842'}, {'screen_name': 'bongbongmarcos', 'name': 'bongbong marcos', 'id': '40204534'}, {'screen_name': 'iskomoreno', 'name': 'isko moreno domagoso', 'id': '998813499714224128'}, {'screen_name': 'iampinglacson', 'name': 'ping lacson', 'id': '3007716060'}]",[],[],0,0,1,"['leniduwag', 'babackoutmuli', 'isko', 'pinglacson', 'kaleody']",[],https://twitter.com/kyrah_zeke/status/1493243372147920899,False,,0,,,,,,,,[],,,,
1493148584589598726,1493148584589598726,2022-02-14 17:02:18 China Standard Time,2022-02-14,17:02:18,+0800,3096702665,jenkers_en,Jenkers News (ENG),,#Isko camp optimistic survey numbers will improve  https://t.co/3tAr5cjcJm  https://t.co/mZnizvkO3f,en,[],['http://jenke.rs/m7Z6Lg'],['https://pbs.twimg.com/media/FLi6uW2X0AQbEzV.jpg'],0,0,0,['isko'],[],https://twitter.com/jenkers_en/status/1493148584589598726,False,,1,https://pbs.twimg.com/media/FLi6uW2X0AQbEzV.jpg,,,,,,,[],,,,
1492971278541606913,1492971278541606913,2022-02-14 05:17:45 China Standard Time,2022-02-14,05:17:45,+0800,1485873147752910849,premo_zen,su P remo,,Happy ♥️day yahoo! To all my crypto friends  Love a lots  #isko #AxieInfinity,en,[],[],[],0,0,2,"['isko', 'axieinfinity']",[],https://twitter.com/Premo_zen/status/1492971278541606913,False,,0,,,,,,,,[],,,,
1492900138557349900,1492900138557349900,2022-02-14 00:35:04 China Standard Time,2022-02-14,00:35:04,+0800,38984708,chenezegurl,"Julie Cosico, RN",,#IskoMoreno #isko #GodFirst Vote @IskoMoreno for President 🙏  https://t.co/5qQdtrsdMs,en,"[{'screen_name': 'iskomoreno', 'name': 'isko moreno domagoso', 'id': '998813499714224128'}]",['https://youtu.be/qCvnTy0gP6k'],[],0,0,1,"['iskomoreno', 'isko', 'godfirst']",[],https://twitter.com/chEnEzEgUrL/status/1492900138557349900,False,,0,,,,,,,,[],,,,
1492897809217261568,1492894084855644161,2022-02-14 00:25:49 China Standard Time,2022-02-14,00:25:49,+0800,65330449,francomoje,Franco Moje,,"Pero di matatapos ang laban ni #Leni if ever mapabagsak nila si #BBM, because #Isko could easily get the admin's endorsement and the people's votes. This is also supported by the surveys din, if ever mawala sa equation si BBM.",en,[],[],[],0,0,0,"['leni', 'bbm', 'isko']",[],https://twitter.com/francomoje/status/1492897809217261568,False,,0,,,,,,,,[],,,,
1492895259558350851,1492895259558350851,2022-02-14 00:15:41 China Standard Time,2022-02-14,00:15:41,+0800,38984708,chenezegurl,"Julie Cosico, RN",,#IskoMoreno #isko #Iskoforpresident #BilangPilipino2022 #GodFirst Wake up my fellow countrymen!!! Please vote rightly 🙏❤  https://t.co/YzByP0E9Jl,en,[],['https://youtu.be/ZPg61e-lTts'],[],0,0,0,"['iskomoreno', 'isko', 'iskoforpresident', 'bilangpilipino2022', 'godfirst']",[],https://twitter.com/chEnEzEgUrL/status/1492895259558350851,False,,0,,,,,,,,[],,,,
1492883499850018816,1492775267407826945,2022-02-13 23:28:57 China Standard Time,2022-02-13,23:28:57,+0800,457125444,mike_alcan_tara,TropaDiscreet,,"@JonathanAndal_ @gmanews Iiral naman ang mga righteous na mga kakampinks…. Akala mo ang lilinis, pero nagcacampaign para mag-cancel ng mga tao! Tigilin nyo pagmamalinis at baka makakakuha pa kayu ng added supporters. Dame nyo drama na kesyo ganyan kesyo ganito… Ayusin nyo kase pangangampanya nyo! #Isko",tl,[],[],[],0,0,0,['isko'],[],https://twitter.com/mike_alcan_tara/status/1492883499850018816,False,,0,,,,,,,,"[{'screen_name': 'JonathanAndal_', 'name': 'Jonathan Andal', 'id': '150140789'}, {'screen_name': 'gmanews', 'name': 'GMA News', 'id': '39453212'}]",,,,
1491958891319418880,1491730112819400706,2022-02-11 10:14:53 China Standard Time,2022-02-11,10:14:53,+0800,1108533589396721664,canalvsan12,I'm no chipmunk,,"@PhilstarNews Sa Pinas pa???!!!?? No surprises there. This is a country where majority of the voters are bobotantes. Dahil sikat, dahil magaling mag-english, dahil kapangalan ng diktador dati at Thank you sa You Tube University, ang BBM niyo mananalo. Kawawa tayong lahat. #IskoAko",tl,[],[],[],0,0,2,['iskoako'],[],https://twitter.com/canalvsan12/status/1491958891319418880,False,,0,,,,,,,,"[{'screen_name': 'PhilstarNews', 'name': 'Philstar.com', 'id': '55118669'}]",,,,
1491412055580360710,1491412055580360710,2022-02-09 22:01:57 China Standard Time,2022-02-09,22:01:57,+0800,57869847,swtrupnay,💞Marj💞,,God first #Iskoako,en,[],[],[],0,0,0,['iskoako'],[],https://twitter.com/SwTruPnay/status/1491412055580360710,False,,0,,,,,,,,[],,,,
1493732677098217477,1493732677098217477,2022-02-16 07:43:17 China Standard Time,2022-02-16,07:43:17,+0800,1476089910155046912,linglingabe,Lingling Abe #IskoDocWillie2022,,Pag ganito Ang reception ng tao Kay #YormeIsko. No need to withdraw.ang dapat magwithdraw ay yung #Paghihiganti Ang dahilan sa pagtakbo. #IskoMoreno2022  https://t.co/sx1P5QBFE9,tl,[],['https://youtu.be/AajeuCKMzqg'],[],0,0,0,"['yormeisko', 'paghihiganti', 'iskomoreno2022']",[],https://twitter.com/LinglingAbe/status/1493732677098217477,False,,0,,,,,,,,[],,,,
1493509282578321410,1493509282578321410,2022-02-15 16:55:35 China Standard Time,2022-02-15,16:55:35,+0800,1476089910155046912,linglingabe,Lingling Abe #IskoDocWillie2022,,Mainit na tinanggap Ang #BilisKilos team in Catarman  Northern Samar. #KayIskoPosible #YormeIsko. #iskomoreno #Halalan2022  https://t.co/gwP88JnXjL,tl,[],['https://youtu.be/L741rRGy9hI'],[],0,2,2,"['biliskilos', 'kayiskoposible', 'yormeisko', 'iskomoreno', 'halalan2022']",[],https://twitter.com/LinglingAbe/status/1493509282578321410,False,,0,,,,,,,,[],,,,
1493406244719439875,1493406244719439875,2022-02-15 10:06:09 China Standard Time,2022-02-15,10:06:09,+0800,1476089910155046912,linglingabe,Lingling Abe #IskoDocWillie2022,,#YormeIsko at Allen Northern Samar...#KayIskoPosible #KayIskoDocWilliePosible  https://t.co/avMNA0DUMP,no,[],['https://youtu.be/9LZj9Zw3Oyo'],[],0,0,0,"['yormeisko', 'kayiskoposible', 'kayiskodocwillieposible']",[],https://twitter.com/LinglingAbe/status/1493406244719439875,False,,0,,,,,,,,[],,,,
1493392469194842114,1493392469194842114,2022-02-15 09:11:25 China Standard Time,2022-02-15,09:11:25,+0800,1476089910155046912,linglingabe,Lingling Abe #IskoDocWillie2022,,Welcome o Lavazares Samar #YormeIsko. #KayIskoPosiblen  https://t.co/6oSxfPBbZm,en,[],['https://youtu.be/wqdkhs2U1Lg'],[],0,0,0,"['yormeisko', 'kayiskoposiblen']",[],https://twitter.com/LinglingAbe/status/1493392469194842114,False,,0,,,,,,,,[],,,,
1493348405414084608,1493000784144855042,2022-02-15 06:16:19 China Standard Time,2022-02-15,06:16:19,+0800,1476089910155046912,linglingabe,Lingling Abe #IskoDocWillie2022,,@ANCALERTS Hindi na ho bago Yan Kay #YormeIsko.100m na pinagmodelan niya Hindi bulsa niya nakinabang...ilang tao Ang nakinabang nun.simple lang #BilisKilos dapat Ang leader. Sa panahon ng Krisis di salita Ang gagawa.,tl,[],[],[],0,0,0,"['yormeisko', 'biliskilos']",[],https://twitter.com/LinglingAbe/status/1493348405414084608,False,,0,,,,,,,,"[{'screen_name': 'ANCALERTS', 'name': 'ABS-CBN News Channel', 'id': '44728980'}]",,,,
1493346923897835522,1493346923897835522,2022-02-15 06:10:26 China Standard Time,2022-02-15,06:10:26,+0800,1476089910155046912,linglingabe,Lingling Abe #IskoDocWillie2022,,Ito Ang legit. Transparent and Angat Buhay. #kayiskoposible #KayIskoDocWilliePosible #YormeIsko #BughawAngMangingibabaw,tl,[],[],[],0,0,0,"['kayiskoposible', 'kayiskodocwillieposible', 'yormeisko', 'bughawangmangingibabaw']",[],https://twitter.com/LinglingAbe/status/1493346923897835522,False,https://twitter.com/MSconGENXYZ88/status/1493216205016125442,0,,,,,,,,[],,,,
1493197859608358913,1493197859608358913,2022-02-14 20:18:06 China Standard Time,2022-02-14,20:18:06,+0800,1476089910155046912,linglingabe,Lingling Abe #IskoDocWillie2022,,Dinumog Ang motorcade ni #YormeIsko,tl,[],[],[],0,0,0,['yormeisko'],[],https://twitter.com/LinglingAbe/status/1493197859608358913,False,https://twitter.com/gmanews/status/1493106480828108803,0,,,,,,,,[],,,,
1493186243844141061,1493186243844141061,2022-02-14 19:31:57 China Standard Time,2022-02-14,19:31:57,+0800,1476089910155046912,linglingabe,Lingling Abe #IskoDocWillie2022,,Yan ba Ang Hindi Kilala?. Understimated niyo Kasi SI #IskoMoreno #YormeIsko #Halala 2022 #KayIskoDocWilliePosible  https://t.co/Ixsm54K23w,tl,[],['https://youtu.be/lgq25JT_MVM'],[],0,1,0,"['iskomoreno', 'yormeisko', 'halala', 'kayiskodocwillieposible']",[],https://twitter.com/LinglingAbe/status/1493186243844141061,False,,0,,,,,,,,[],,,,
1493113899821912065,1493113899821912065,2022-02-14 14:44:29 China Standard Time,2022-02-14,14:44:29,+0800,1476089910155046912,linglingabe,Lingling Abe #IskoDocWillie2022,,"Ang totoong caravan, #BilisKilos team in #SAmar #YormeIsko #halalan2022  https://t.co/mrqr9ql7S1",tl,[],['https://youtu.be/RUiPyt1cx-A'],[],0,0,1,"['biliskilos', 'samar', 'yormeisko', 'halalan2022']",[],https://twitter.com/LinglingAbe/status/1493113899821912065,False,,0,,,,,,,,[],,,,
1493062338840186881,1493062338840186881,2022-02-14 11:19:35 China Standard Time,2022-02-14,11:19:35,+0800,1476089910155046912,linglingabe,Lingling Abe #IskoDocWillie2022,,Ang tunay na caravan.walang bayad kasi kanya kanyang kulay ng suot. #YormeIsko #halalan2022  https://t.co/witGBnXUiM,tl,[],['https://youtu.be/hoDbHHzwsJ4'],[],0,1,0,"['yormeisko', 'halalan2022']",[],https://twitter.com/LinglingAbe/status/1493062338840186881,False,,0,,,,,,,,[],,,,
1492994885535682561,1492994885535682561,2022-02-14 06:51:33 China Standard Time,2022-02-14,06:51:33,+0800,1476089910155046912,linglingabe,Lingling Abe #IskoDocWillie2022,,"Cah assistance sa mga fire victims ni #YormeIsko ay Hindi na bago,in fact naging policy na niya sa Maynila Yan,example Jan Ang #Basecommunity. #KayIskoPosible #halalan2022 #IbotoAngTamangKandidato  https://t.co/2Ptkup7ury",tl,[],['https://youtu.be/FtJe__lVmbM'],[],0,0,0,"['yormeisko', 'basecommunity', 'kayiskoposible', 'halalan2022', 'ibotoangtamangkandidato']",[],https://twitter.com/LinglingAbe/status/1492994885535682561,False,,0,,,,,,,,[],,,,
1492991770992406530,1492991770992406530,2022-02-14 06:39:11 China Standard Time,2022-02-14,06:39:11,+0800,1476089910155046912,linglingabe,Lingling Abe #IskoDocWillie2022,,Thank you Miss Vivian Velez and your team for supporting #IskoMoreno. Di Po kayo mahihiya na SI #YormeIsko Ang sinuportahab niyo.#BilisKilos #Halalan2022  https://t.co/rqRKoOYw7a,tl,[],['https://youtu.be/fTCngyghKes'],[],0,0,0,"['iskomoreno', 'yormeisko', 'biliskilos', 'halalan2022']",[],https://twitter.com/LinglingAbe/status/1492991770992406530,False,,0,,,,,,,,[],,,,
1492983459144372225,1492983459144372225,2022-02-14 06:06:09 China Standard Time,2022-02-14,06:06:09,+0800,1476089910155046912,linglingabe,Lingling Abe #IskoDocWillie2022,,#IskoMoreno in Cavite fire victims #BilisKilos in time of crisis. #YormeIsko talaga Ang may #TunaynaSolusyon at #MabilisUmaksyon.   https://t.co/i7jYdEwlGX,en,[],['https://youtu.be/-9HVvBuHato'],[],0,0,0,"['iskomoreno', 'biliskilos', 'yormeisko', 'tunaynasolusyon', 'mabilisumaksyon']",[],https://twitter.com/LinglingAbe/status/1492983459144372225,False,,0,,,,,,,,[],,,,
